Entry ID,Contest Name,Contest ID,Entry Fee,PG,SG,SF,PF,C,G,F,UTIL
4631198257,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Ryan Rollins (37515010),Anthony Edwards (37514420),Cam Whitmore (37514855),Aaron Gordon (37514723),Mark Williams (37514441),AJ Green (37514934),DeMar DeRozan (37514547),Shai Gilgeous-Alexander (37514402)
4631198258,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Shai Gilgeous-Alexander (37514402),AJ Green (37514934),Michael Porter Jr. (37514568),Tari Eason (37514613),Nikola Jokic (37514396),Keon Ellis (37514889),Aaron Wiggins (37514609),Ryan Rollins (37515010)
4631198259,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Anthony Edwards (37514420),Andre Jackson Jr. (37514872),Christian Braun (37514621),Aaron Wiggins (37514609),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Pascal Siakam (37514472),Domantas Sabonis (37514413)
4631198260,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),Keon Ellis (37514889),Zaccharie Risacher (37514710),Tari Eason (37514613),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Jaren Jackson Jr. (37514448),Mark Williams (37514441)
4631198261,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Trae Young (37514415),Keon Ellis (37514889),Nick Smith Jr. (37514676),Tari Eason (37514613),Mark Williams (37514441),Ryan Rollins (37515010),Precious Achiuwa (37514646),Domantas Sabonis (37514413)
4631198262,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Cade Cunningham (37514407),Cam Whitmore (37514855),Ausar Thompson (37514714),Michael Porter Jr. (37514568),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Zion Williamson (37514438),Isaiah Hartenstein (37514486)
4631198263,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Trae Young (37514415),AJ Green (37514934),Ausar Thompson (37514714),Pascal Siakam (37514472),Isaiah Hartenstein (37514486),Christian Braun (37514621),Zion Williamson (37514438),Ryan Rollins (37515010)
4631198264,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Shai Gilgeous-Alexander (37514402),AJ Green (37514934),DeMar DeRozan (37514547),Aaron Wiggins (37514609),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Michael Porter Jr. (37514568),Mark Williams (37514441)
4631198265,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Malik Monk (37514495),AJ Green (37514934),Michael Porter Jr. (37514568),Keegan Murray (37514707),Jonas Valanciunas (37514579),Ryan Rollins (37515010),Pascal Siakam (37514472),Nikola Jokic (37514396)
4631198266,NBA $30K Sharpshooter [$5K to 1st],173720036,$3,Ryan Rollins (37515010),AJ Green (37514934),Gary Trent Jr. (37514781),Ausar Thompson (37514714),Mark Williams (37514441),Shai Gilgeous-Alexander (37514402),Tari Eason (37514613),Anthony Edwards (37514420)
